# t1_sec  abs_err_pos  rel_err_pos  abs_err_vel  rel_err_vel  r1  r2  v1  v2
1.220031e+04  -4.444576e+06  -1.567256e-01  4.641947e+02  1.078655e-01  2.835897e+07  3.280355e+07  4.303459e+03  3.839264e+03
1.226031e+04  -4.422821e+06  -1.547950e-01  4.581218e+02  1.070630e-01  2.857211e+07  3.299493e+07  4.278992e+03  3.820870e+03
1.232031e+04  -4.401248e+06  -1.529049e-01  4.519169e+02  1.062188e-01  2.878422e+07  3.318546e+07  4.254583e+03  3.802666e+03
1.238031e+04  -4.379936e+06  -1.510571e-01  4.451908e+02  1.052494e-01  2.899524e+07  3.337517e+07  4.229864e+03  3.784673e+03
1.244031e+04  -4.358896e+06  -1.492505e-01  4.406414e+02  1.047275e-01  2.920523e+07  3.356413e+07  4.207503e+03  3.766861e+03
1.250031e+04  -4.337706e+06  -1.474687e-01  4.377359e+02  1.045467e-01  2.941442e+07  3.375213e+07  4.186991e+03  3.749255e+03
1.256031e+04  -4.316769e+06  -1.457249e-01  4.314769e+02  1.036379e-01  2.962273e+07  3.393950e+07  4.163313e+03  3.731836e+03
1.262031e+04  -4.296095e+06  -1.440198e-01  4.249679e+02  1.026602e-01  2.982988e+07  3.412598e+07  4.139558e+03  3.714590e+03
1.268031e+04  -4.275635e+06  -1.423502e-01  4.199059e+02  1.019821e-01  3.003604e+07  3.431167e+07  4.117446e+03  3.697540e+03
1.274031e+04  -4.255340e+06  -1.407131e-01  4.150539e+02  1.013386e-01  3.024124e+07  3.449658e+07  4.095714e+03  3.680660e+03
1.280031e+04  -4.235219e+06  -1.391082e-01  4.100434e+02  1.006491e-01  3.044550e+07  3.468072e+07  4.073988e+03  3.663945e+03
1.286031e+04  -4.215336e+06  -1.375368e-01  4.051287e+02  9.996894e-02  3.064879e+07  3.486413e+07  4.052545e+03  3.647417e+03
1.292031e+04  -4.195588e+06  -1.359946e-01  4.004012e+02  9.931959e-02  3.085114e+07  3.504673e+07  4.031442e+03  3.631041e+03
1.298031e+04  -4.175975e+06  -1.344808e-01  3.957578e+02  9.867789e-02  3.105256e+07  3.522854e+07  4.010603e+03  3.614845e+03
1.304031e+04  -4.156543e+06  -1.329964e-01  3.912165e+02  9.804888e-02  3.125306e+07  3.540960e+07  3.990015e+03  3.598798e+03
1.310031e+04  -4.137358e+06  -1.315425e-01  3.867643e+02  9.742965e-02  3.145264e+07  3.558999e+07  3.969678e+03  3.582914e+03
1.316031e+04  -4.118249e+06  -1.301131e-01  3.824009e+02  9.682048e-02  3.165131e+07  3.576956e+07  3.949587e+03  3.567186e+03
1.322031e+04  -4.099359e+06  -1.287120e-01  3.781272e+02  9.622202e-02  3.184908e+07  3.594844e+07  3.929736e+03  3.551609e+03
1.328031e+04  -4.080532e+06  -1.273338e-01  3.739414e+02  9.563424e-02  3.204596e+07  3.612649e+07  3.910120e+03  3.536179e+03
1.334031e+04  -4.061960e+06  -1.259837e-01  3.698242e+02  9.505257e-02  3.224196e+07  3.630392e+07  3.890734e+03  3.520909e+03
1.340031e+04  -4.043489e+06  -1.246564e-01  3.657995e+02  9.448346e-02  3.243708e+07  3.648057e+07  3.871572e+03  3.505772e+03
1.346031e+04  -4.025194e+06  -1.233537e-01  3.618481e+02  9.392236e-02  3.263133e+07  3.665652e+07  3.852630e+03  3.490782e+03
1.352031e+04  -4.007041e+06  -1.220739e-01  3.579713e+02  9.336993e-02  3.282472e+07  3.683176e+07  3.833903e+03  3.475932e+03
1.358031e+04  -3.989026e+06  -1.208164e-01  3.541747e+02  9.282798e-02  3.301726e+07  3.700628e+07  3.815388e+03  3.461213e+03
1.364031e+04  -3.971205e+06  -1.195824e-01  3.504464e+02  9.229370e-02  3.320894e+07  3.718015e+07  3.797079e+03  3.446632e+03
1.370031e+04  -3.953435e+06  -1.183670e-01  3.467839e+02  9.176673e-02  3.339979e+07  3.735323e+07  3.778972e+03  3.432188e+03
1.376031e+04  -3.935909e+06  -1.171757e-01  3.431942e+02  9.124924e-02  3.358981e+07  3.752572e+07  3.761064e+03  3.417870e+03
1.382031e+04  -3.918400e+06  -1.160011e-01  3.396647e+02  9.073815e-02  3.377900e+07  3.769740e+07  3.743350e+03  3.403685e+03
1.388031e+04  -3.901123e+06  -1.148491e-01  3.362130e+02  9.023850e-02  3.396737e+07  3.786850e+07  3.725827e+03  3.389614e+03
1.394031e+04  -3.883908e+06  -1.137144e-01  3.328074e+02  8.974203e-02  3.415493e+07  3.803884e+07  3.708490e+03  3.375683e+03
1.400031e+04  -3.866968e+06  -1.126028e-01  3.294748e+02  8.925623e-02  3.434168e+07  3.820865e+07  3.691336e+03  3.361862e+03
1.406031e+04  -3.850010e+06  -1.115052e-01  3.261939e+02  8.877564e-02  3.452764e+07  3.837765e+07  3.674362e+03  3.348168e+03
1.412031e+04  -3.833225e+06  -1.104269e-01  3.229719e+02  8.830245e-02  3.471280e+07  3.854602e+07  3.657564e+03  3.334592e+03
1.418031e+04  -3.816549e+06  -1.093656e-01  3.198163e+02  8.783895e-02  3.489717e+07  3.871372e+07  3.640939e+03  3.321123e+03
1.424031e+04  -3.800099e+06  -1.083243e-01  3.167062e+02  8.737969e-02  3.508076e+07  3.888086e+07  3.624483e+03  3.307777e+03
1.430031e+04  -3.783657e+06  -1.072965e-01  3.136489e+02  8.692683e-02  3.526358e+07  3.904723e+07  3.608194e+03  3.294545e+03
1.436031e+04  -3.767428e+06  -1.062875e-01  3.106525e+02  8.648291e-02  3.544563e+07  3.921305e+07  3.592068e+03  3.281415e+03
1.442031e+04  -3.751262e+06  -1.052929e-01  3.076953e+02  8.604209e-02  3.562691e+07  3.937817e+07  3.576102e+03  3.268406e+03
1.448031e+04  -3.735217e+06  -1.043140e-01  3.047950e+02  8.560953e-02  3.580744e+07  3.954266e+07  3.560293e+03  3.255498e+03
1.454031e+04  -3.719282e+06  -1.033501e-01  3.019500e+02  8.518501e-02  3.598722e+07  3.970650e+07  3.544638e+03  3.242688e+03
1.460031e+04  -3.703456e+06  -1.024009e-01  2.991391e+02  8.476273e-02  3.616625e+07  3.986971e+07  3.529135e+03  3.229996e+03
1.466031e+04  -3.687791e+06  -1.014675e-01  2.963802e+02  8.434793e-02  3.634454e+07  4.003233e+07  3.513781e+03  3.217401e+03
1.472031e+04  -3.672141e+06  -1.005457e-01  2.936712e+02  8.394028e-02  3.652210e+07  4.019424e+07  3.498574e+03  3.204903e+03
1.478031e+04  -3.656714e+06  -9.964089e-02  2.910012e+02  8.353678e-02  3.669893e+07  4.035564e+07  3.483510e+03  3.192508e+03
1.484031e+04  -3.641281e+06  -9.874652e-02  2.883779e+02  8.313989e-02  3.687503e+07  4.051631e+07  3.468587e+03  3.180209e+03
1.490031e+04  -3.626052e+06  -9.786805e-02  2.857999e+02  8.274935e-02  3.705042e+07  4.067647e+07  3.453803e+03  3.168003e+03
1.496031e+04  -3.610875e+06  -9.700111e-02  2.832563e+02  8.236219e-02  3.722509e+07  4.083597e+07  3.439155e+03  3.155898e+03
1.502031e+04  -3.595884e+06  -9.614906e-02  2.807549e+02  8.198083e-02  3.739906e+07  4.099494e+07  3.424641e+03  3.143886e+03
1.508031e+04  -3.580929e+06  -9.530762e-02  2.782947e+02  8.160517e-02  3.757232e+07  4.115325e+07  3.410259e+03  3.131964e+03
1.514031e+04  -3.566072e+06  -9.447829e-02  2.758738e+02  8.123478e-02  3.774489e+07  4.131096e+07  3.396006e+03  3.120132e+03
1.520031e+04  -3.551377e+06  -9.366246e-02  2.734814e+02  8.086666e-02  3.791676e+07  4.146814e+07  3.381880e+03  3.108399e+03
1.526031e+04  -3.536695e+06  -9.285603e-02  2.711357e+02  8.050635e-02  3.808794e+07  4.162464e+07  3.367880e+03  3.096744e+03
1.532031e+04  -3.522230e+06  -9.206413e-02  2.688254e+02  8.015062e-02  3.825844e+07  4.178067e+07  3.354003e+03  3.085178e+03
1.538031e+04  -3.507693e+06  -9.127899e-02  2.665494e+02  7.979931e-02  3.842826e+07  4.193596e+07  3.340247e+03  3.073697e+03
1.544031e+04  -3.493358e+06  -9.050758e-02  2.643065e+02  7.945220e-02  3.859741e+07  4.209077e+07  3.326610e+03  3.062304e+03
1.550031e+04  -3.479149e+06  -8.974769e-02  2.620951e+02  7.910895e-02  3.876589e+07  4.224504e+07  3.313090e+03  3.050995e+03
1.556031e+04  -3.464915e+06  -8.899526e-02  2.599145e+02  7.876947e-02  3.893370e+07  4.239862e+07  3.299686e+03  3.039771e+03
1.562031e+04  -3.450862e+06  -8.825541e-02  2.577729e+02  7.843636e-02  3.910086e+07  4.255172e+07  3.286395e+03  3.028622e+03
1.568031e+04  -3.436913e+06  -8.752596e-02  2.556594e+02  7.810650e-02  3.926735e+07  4.270427e+07  3.273216e+03  3.017556e+03
1.574031e+04  -3.423061e+06  -8.680657e-02  2.535738e+02  7.777985e-02  3.943320e+07  4.285626e+07  3.260147e+03  3.006573e+03
1.580031e+04  -3.409229e+06  -8.609513e-02  2.515229e+02  7.745874e-02  3.959840e+07  4.300762e+07  3.247186e+03  2.995663e+03
1.586031e+04  -3.395480e+06  -8.539306e-02  2.495058e+02  7.714297e-02  3.976295e+07  4.315843e+07  3.234330e+03  2.984824e+03
1.592031e+04  -3.381879e+06  -8.470183e-02  2.475142e+02  7.683005e-02  3.992687e+07  4.330875e+07  3.221581e+03  2.974066e+03
1.598031e+04  -3.368349e+06  -8.401937e-02  2.456160e+02  7.653959e-02  4.009015e+07  4.345850e+07  3.209005e+03  2.963389e+03
1.604031e+04  -3.354888e+06  -8.334548e-02  2.436398e+02  7.622264e-02  4.025279e+07  4.360768e+07  3.196422e+03  2.952782e+03
1.610031e+04  -3.341478e+06  -8.267953e-02  2.416304e+02  7.589191e-02  4.041482e+07  4.375630e+07  3.183875e+03  2.942245e+03
1.616031e+04  -3.328187e+06  -8.202308e-02  2.397863e+02  7.560509e-02  4.057622e+07  4.390441e+07  3.171563e+03  2.931777e+03
1.622031e+04  -3.314954e+06  -8.137454e-02  2.385865e+02  7.550271e-02  4.073700e+07  4.405195e+07  3.159973e+03  2.921387e+03
1.628031e+04  -3.301843e+06  -8.073529e-02  2.362713e+02  7.507023e-02  4.089715e+07  4.419899e+07  3.147336e+03  2.911065e+03
1.634031e+04  -3.288812e+06  -8.010413e-02  2.337587e+02  7.457441e-02  4.105671e+07  4.434552e+07  3.134569e+03  2.900811e+03
1.640031e+04  -3.275793e+06  -7.947929e-02  2.323462e+02  7.439889e-02  4.121568e+07  4.449148e+07  3.122980e+03  2.890633e+03
1.646031e+04  -3.262901e+06  -7.886353e-02  2.310950e+02  7.426868e-02  4.137402e+07  4.463692e+07  3.111608e+03  2.880513e+03
1.652031e+04  -3.250210e+06  -7.825852e-02  2.288882e+02  7.385046e-02  4.153171e+07  4.478192e+07  3.099346e+03  2.870458e+03
1.658031e+04  -3.237552e+06  -7.766003e-02  2.271205e+02  7.355892e-02  4.168878e+07  4.492634e+07  3.087600e+03  2.860480e+03
1.664031e+04  -3.224964e+06  -7.706879e-02  2.254377e+02  7.328938e-02  4.184527e+07  4.507023e+07  3.075994e+03  2.850556e+03
1.670031e+04  -3.212448e+06  -7.648475e-02  2.237718e+02  7.302116e-02  4.200116e+07  4.521361e+07  3.064479e+03  2.840708e+03
1.676031e+04  -3.199999e+06  -7.590765e-02  2.221339e+02  7.275809e-02  4.215648e+07  4.535647e+07  3.053047e+03  2.830913e+03
1.682031e+04  -3.187538e+06  -7.533555e-02  2.205173e+02  7.249802e-02  4.231120e+07  4.549874e+07  3.041701e+03  2.821183e+03
1.688031e+04  -3.175274e+06  -7.477327e-02  2.189195e+02  7.224026e-02  4.246536e+07  4.564063e+07  3.030436e+03  2.811517e+03
1.694031e+04  -3.163052e+06  -7.421707e-02  2.173403e+02  7.198477e-02  4.261893e+07  4.578199e+07  3.019254e+03  2.801914e+03
1.700031e+04  -3.150877e+06  -7.366693e-02  2.157887e+02  7.173462e-02  4.277194e+07  4.592282e+07  3.008152e+03  2.792364e+03
1.706031e+04  -3.138744e+06  -7.312264e-02  2.142539e+02  7.148637e-02  4.292438e+07  4.606312e+07  2.997130e+03  2.782876e+03
1.712031e+04  -3.126713e+06  -7.258555e-02  2.127355e+02  7.123987e-02  4.307625e+07  4.620296e+07  2.986186e+03  2.773451e+03
1.718031e+04  -3.114781e+06  -7.205543e-02  2.112385e+02  7.099700e-02  4.322756e+07  4.634234e+07  2.975316e+03  2.764077e+03
1.724031e+04  -3.102875e+06  -7.153057e-02  2.097686e+02  7.075938e-02  4.337831e+07  4.648119e+07  2.964534e+03  2.754765e+03
1.730031e+04  -3.090997e+06  -7.101088e-02  2.082489e+02  7.050292e-02  4.352850e+07  4.661950e+07  2.953763e+03  2.745514e+03
1.736031e+04  -3.079260e+06  -7.049885e-02  2.069036e+02  7.029845e-02  4.367815e+07  4.675741e+07  2.943218e+03  2.736314e+03
1.742031e+04  -3.067583e+06  -6.999268e-02  2.052415e+02  6.999057e-02  4.382721e+07  4.689479e+07  2.932416e+03  2.727175e+03
1.748031e+04  -3.055894e+06  -6.949035e-02  2.037965e+02  6.974837e-02  4.397580e+07  4.703169e+07  2.921882e+03  2.718085e+03
1.754031e+04  -3.044956e+06  -6.901025e-02  2.002303e+02  6.882478e-02  4.412324e+07  4.716820e+07  2.909276e+03  2.709046e+03
1.760031e+04  -3.033248e+06  -6.851569e-02  1.992649e+02  6.872789e-02  4.427084e+07  4.730409e+07  2.899331e+03  2.700066e+03
1.766031e+04  -3.022370e+06  -6.804503e-02  1.979344e+02  6.851121e-02  4.441720e+07  4.743957e+07  2.889080e+03  2.691146e+03
1.772031e+04  -3.011558e+06  -6.757973e-02  1.966230e+02  6.829801e-02  4.456303e+07  4.757459e+07  2.878898e+03  2.682275e+03
1.778031e+04  -3.000794e+06  -6.711936e-02  1.953303e+02  6.808822e-02  4.470833e+07  4.770912e+07  2.868782e+03  2.673452e+03
1.784031e+04  -2.990077e+06  -6.666377e-02  1.940555e+02  6.788165e-02  4.485310e+07  4.784318e+07  2.858733e+03  2.664678e+03
1.790031e+04  -2.979465e+06  -6.621422e-02  1.927980e+02  6.767811e-02  4.499735e+07  4.797681e+07  2.848750e+03  2.655952e+03
1.796031e+04  -2.968825e+06  -6.576771e-02  1.915477e+02  6.747415e-02  4.514108e+07  4.810990e+07  2.838832e+03  2.647284e+03
1.802031e+04  -2.958296e+06  -6.532720e-02  1.903138e+02  6.727300e-02  4.528429e+07  4.824259e+07  2.828978e+03  2.638664e+03
1.808031e+04  -2.947796e+06  -6.489085e-02  1.890955e+02  6.707450e-02  4.542699e+07  4.837478e+07  2.819187e+03  2.630091e+03
1.814031e+04  -2.937384e+06  -6.445990e-02  1.878927e+02  6.687862e-02  4.556917e+07  4.850656e+07  2.809458e+03  2.621565e+03
1.820031e+04  -2.926931e+06  -6.403142e-02  1.866946e+02  6.668163e-02  4.571085e+07  4.863778e+07  2.799791e+03  2.613097e+03
1.826031e+04  -2.916634e+06  -6.360973e-02  1.855208e+02  6.649049e-02  4.585202e+07  4.876865e+07  2.790186e+03  2.604665e+03
1.832031e+04  -2.906352e+06  -6.319162e-02  1.843508e+02  6.629797e-02  4.599268e+07  4.889903e+07  2.780640e+03  2.596290e+03
1.838031e+04  -2.896157e+06  -6.277864e-02  1.832040e+02  6.611108e-02  4.613284e+07  4.902900e+07  2.771154e+03  2.587950e+03
1.844031e+04  -2.885891e+06  -6.236730e-02  1.820601e+02  6.592254e-02  4.627251e+07  4.915840e+07  2.761727e+03  2.579667e+03
1.850031e+04  -2.875845e+06  -6.196383e-02  1.809383e+02  6.573937e-02  4.641167e+07  4.928752e+07  2.752359e+03  2.571420e+03
1.856031e+04  -2.865721e+06  -6.156175e-02  1.798186e+02  6.555431e-02  4.655034e+07  4.941607e+07  2.743047e+03  2.563229e+03
1.862031e+04  -2.855669e+06  -6.116426e-02  1.787201e+02  6.537441e-02  4.668852e+07  4.954419e+07  2.733792e+03  2.555072e+03
1.868031e+04  -2.845750e+06  -6.077259e-02  1.776325e+02  6.519597e-02  4.682621e+07  4.967196e+07  2.724594e+03  2.546961e+03
1.874031e+04  -2.835819e+06  -6.038357e-02  1.765553e+02  6.501880e-02  4.696342e+07  4.979924e+07  2.715451e+03  2.538896e+03
1.880031e+04  -2.825935e+06  -5.999844e-02  1.754883e+02  6.484288e-02  4.710014e+07  4.992607e+07  2.706363e+03  2.530874e+03
1.886031e+04  -2.816048e+06  -5.961610e-02  1.744309e+02  6.466802e-02  4.723637e+07  5.005242e+07  2.697329e+03  2.522898e+03
1.892031e+04  -2.806342e+06  -5.924037e-02  1.733925e+02  6.449779e-02  4.737213e+07  5.017847e+07  2.688348e+03  2.514956e+03
1.898031e+04  -2.796611e+06  -5.886685e-02  1.723528e+02  6.432466e-02  4.750741e+07  5.030402e+07  2.679421e+03  2.507068e+03
1.904031e+04  -2.786852e+06  -5.849544e-02  1.713316e+02  6.415604e-02  4.764221e+07  5.042906e+07  2.670546e+03  2.499214e+03
1.910031e+04  -2.777201e+06  -5.812898e-02  1.703281e+02  6.399169e-02  4.777654e+07  5.055374e+07  2.661722e+03  2.491394e+03
1.916031e+04  -2.767594e+06  -5.776604e-02  1.693222e+02  6.382413e-02  4.791039e+07  5.067799e+07  2.652950e+03  2.483628e+03
1.922031e+04  -2.758071e+06  -5.740745e-02  1.683334e+02  6.366068e-02  4.804378e+07  5.080185e+07  2.644229e+03  2.475895e+03
1.928031e+04  -2.748524e+06  -5.705090e-02  1.673515e+02  6.349756e-02  4.817671e+07  5.092523e+07  2.635558e+03  2.468206e+03
1.934031e+04  -2.739074e+06  -5.669885e-02  1.663855e+02  6.333826e-02  4.830916e+07  5.104824e+07  2.626936e+03  2.460550e+03
1.940031e+04  -2.729638e+06  -5.634955e-02  1.654258e+02  6.317908e-02  4.844116e+07  5.117080e+07  2.618363e+03  2.452937e+03
1.946031e+04  -2.720290e+06  -5.600452e-02  1.644715e+02  6.301981e-02  4.857269e+07  5.129298e+07  2.609839e+03  2.445367e+03
1.952031e+04  -2.710890e+06  -5.566079e-02  1.635324e+02  6.286415e-02  4.870377e+07  5.141466e+07  2.601362e+03  2.437830e+03
1.958031e+04  -2.701633e+06  -5.532235e-02  1.625982e+02  6.270822e-02  4.883439e+07  5.153602e+07  2.592933e+03  2.430335e+03
1.964031e+04  -2.692336e+06  -5.498542e-02  1.616784e+02  6.255570e-02  4.896455e+07  5.165689e+07  2.584551e+03  2.422873e+03
1.970031e+04  -2.683178e+06  -5.465360e-02  1.607727e+02  6.240655e-02  4.909427e+07  5.177745e+07  2.576216e+03  2.415443e+03
1.976031e+04  -2.673955e+06  -5.432269e-02  1.598608e+02  6.225288e-02  4.922353e+07  5.189748e+07  2.567926e+03  2.408065e+03
1.982031e+04  -2.664863e+06  -5.399669e-02  1.589724e+02  6.210632e-02  4.935235e+07  5.201721e+07  2.559682e+03  2.400709e+03
1.988031e+04  -2.655781e+06  -5.367306e-02  1.580870e+02  6.195890e-02  4.948071e+07  5.213649e+07  2.551483e+03  2.393395e+03
1.994031e+04  -2.646765e+06  -5.335290e-02  1.572044e+02  6.181054e-02  4.960864e+07  5.225540e+07  2.543328e+03  2.386123e+03
2.000031e+04  -2.637673e+06  -5.303336e-02  1.563342e+02  6.166502e-02  4.973612e+07  5.237379e+07  2.535217e+03  2.378883e+03
2.006031e+04  -2.628702e+06  -5.271832e-02  1.554762e+02  6.152234e-02  4.986316e+07  5.249186e+07  2.527150e+03  2.371674e+03
2.012031e+04  -2.619790e+06  -5.240652e-02  1.546297e+02  6.138228e-02  4.998976e+07  5.260955e+07  2.519126e+03  2.364496e+03
2.018031e+04  -2.610873e+06  -5.209666e-02  1.537848e+02  6.124092e-02  5.011593e+07  5.272680e+07  2.511145e+03  2.357360e+03
2.024031e+04  -2.602067e+06  -5.179103e-02  1.529512e+02  6.110213e-02  5.024166e+07  5.284373e+07  2.503206e+03  2.350254e+03
2.030031e+04  -2.593254e+06  -5.148721e-02  1.521182e+02  6.096171e-02  5.036696e+07  5.296021e+07  2.495308e+03  2.343190e+03
2.036031e+04  -2.584409e+06  -5.118469e-02  1.512959e+02  6.082363e-02  5.049183e+07  5.307624e+07  2.487452e+03  2.336157e+03
2.042031e+04  -2.575666e+06  -5.088614e-02  1.504837e+02  6.068778e-02  5.061626e+07  5.319193e+07  2.479638e+03  2.329154e+03
2.048031e+04  -2.566989e+06  -5.059077e-02  1.496816e+02  6.055414e-02  5.074027e+07  5.330726e+07  2.471863e+03  2.322182e+03
2.054031e+04  -2.558330e+06  -5.029759e-02  1.488891e+02  6.042259e-02  5.086386e+07  5.342219e+07  2.464129e+03  2.315240e+03
2.060031e+04  -2.549708e+06  -5.000700e-02  1.480959e+02  6.028894e-02  5.098702e+07  5.353673e+07  2.456435e+03  2.308339e+03
2.066031e+04  -2.541063e+06  -4.971777e-02  1.473118e+02  6.015721e-02  5.110976e+07  5.365082e+07  2.448780e+03  2.301468e+03
2.072031e+04  -2.532509e+06  -4.943210e-02  1.465364e+02  6.002726e-02  5.123207e+07  5.376458e+07  2.441164e+03  2.294628e+03
2.078031e+04  -2.523986e+06  -4.914879e-02  1.457698e+02  5.989913e-02  5.135397e+07  5.387796e+07  2.433587e+03  2.287817e+03
2.084031e+04  -2.515490e+06  -4.886777e-02  1.450111e+02  5.977256e-02  5.147545e+07  5.399094e+07  2.426048e+03  2.281037e+03
2.090031e+04  -2.507078e+06  -4.859007e-02  1.442507e+02  5.964354e-02  5.159652e+07  5.410359e+07  2.418547e+03  2.274297e+03
2.096031e+04  -2.498632e+06  -4.831340e-02  1.435078e+02  5.952003e-02  5.171717e+07  5.421580e+07  2.411084e+03  2.267576e+03
2.102031e+04  -2.490264e+06  -4.803991e-02  1.427625e+02  5.939385e-02  5.183740e+07  5.432767e+07  2.403657e+03  2.260895e+03
2.108031e+04  -2.481859e+06  -4.776734e-02  1.420242e+02  5.926894e-02  5.195723e+07  5.443909e+07  2.396268e+03  2.254244e+03
2.114031e+04  -2.473583e+06  -4.749889e-02  1.413030e+02  5.914945e-02  5.207665e+07  5.455023e+07  2.388915e+03  2.247612e+03
2.120031e+04  -2.465265e+06  -4.723123e-02  1.405786e+02  5.902699e-02  5.219566e+07  5.466093e+07  2.381598e+03  2.241019e+03
2.126031e+04  -2.457017e+06  -4.696648e-02  1.398605e+02  5.890556e-02  5.231427e+07  5.477129e+07  2.374317e+03  2.234456e+03
2.132031e+04  -2.448721e+06  -4.670238e-02  1.391485e+02  5.878510e-02  5.243247e+07  5.488119e+07  2.367071e+03  2.227923e+03
2.138031e+04  -2.440629e+06  -4.644370e-02  1.384525e+02  5.866977e-02  5.255027e+07  5.499090e+07  2.359861e+03  2.221408e+03
2.144031e+04  -2.432404e+06  -4.618402e-02  1.377523e+02  5.855112e-02  5.266766e+07  5.510007e+07  2.352685e+03  2.214933e+03
2.150031e+04  -2.424321e+06  -4.592852e-02  1.370576e+02  5.843318e-02  5.278466e+07  5.520898e+07  2.345544e+03  2.208486e+03
2.156031e+04  -2.416157e+06  -4.567297e-02  1.363779e+02  5.832014e-02  5.290126e+07  5.531742e+07  2.338437e+03  2.202059e+03
2.162031e+04  -2.408132e+06  -4.542149e-02  1.356935e+02  5.820350e-02  5.301746e+07  5.542559e+07  2.331364e+03  2.195670e+03
2.168031e+04  -2.400103e+06  -4.517139e-02  1.350237e+02  5.809162e-02  5.313327e+07  5.553337e+07  2.324324e+03  2.189300e+03
2.174031e+04  -2.392071e+06  -4.492263e-02  1.343585e+02  5.798017e-02  5.324868e+07  5.564075e+07  2.317318e+03  2.182959e+03
2.180031e+04  -2.384087e+06  -4.467619e-02  1.336877e+02  5.786486e-02  5.336370e+07  5.574779e+07  2.310344e+03  2.176656e+03
2.186031e+04  -2.376177e+06  -4.443252e-02  1.330310e+02  5.775409e-02  5.347833e+07  5.585451e+07  2.303403e+03  2.170372e+03
2.192031e+04  -2.368257e+06  -4.419002e-02  1.323881e+02  5.764789e-02  5.359257e+07  5.596083e+07  2.296495e+03  2.164107e+03
2.198031e+04  -2.360380e+06  -4.394968e-02  1.317389e+02  5.753748e-02  5.370643e+07  5.606681e+07  2.289619e+03  2.157880e+03
2.204031e+04  -2.352544e+06  -4.371142e-02  1.310933e+02  5.742716e-02  5.381989e+07  5.617243e+07  2.282774e+03  2.151681e+03
2.210031e+04  -2.344691e+06  -4.347417e-02  1.304608e+02  5.732119e-02  5.393297e+07  5.627766e+07  2.275962e+03  2.145501e+03
2.216031e+04  -2.336903e+06  -4.323942e-02  1.298315e+02  5.721516e-02  5.404567e+07  5.638257e+07  2.269180e+03  2.139349e+03
2.222031e+04  -2.329067e+06  -4.300506e-02  1.292050e+02  5.710897e-02  5.415798e+07  5.648705e+07  2.262429e+03  2.133224e+03
2.228031e+04  -2.321430e+06  -4.277564e-02  1.285812e+02  5.700255e-02  5.426992e+07  5.659135e+07  2.255710e+03  2.127128e+03
2.234031e+04  -2.313687e+06  -4.254550e-02  1.279697e+02  5.690021e-02  5.438147e+07  5.669516e+07  2.249020e+03  2.121050e+03
2.240031e+04  -2.306056e+06  -4.231866e-02  1.273606e+02  5.679754e-02  5.449264e+07  5.679870e+07  2.242361e+03  2.115000e+03
2.246031e+04  -2.298313e+06  -4.209100e-02  1.267534e+02  5.669438e-02  5.460344e+07  5.690176e+07  2.235732e+03  2.108978e+03
2.252031e+04  -2.290763e+06  -4.186805e-02  1.261483e+02  5.659078e-02  5.471386e+07  5.700463e+07  2.229132e+03  2.102984e+03
2.258031e+04  -2.283098e+06  -4.164421e-02  1.255548e+02  5.649101e-02  5.482391e+07  5.710701e+07  2.222562e+03  2.097007e+03
2.264031e+04  -2.275539e+06  -4.142346e-02  1.249627e+02  5.639056e-02  5.493359e+07  5.720913e+07  2.216021e+03  2.091058e+03
2.270031e+04  -2.267945e+06  -4.120323e-02  1.243719e+02  5.628939e-02  5.504289e+07  5.731083e+07  2.209509e+03  2.085137e+03
2.276031e+04  -2.260506e+06  -4.098698e-02  1.237923e+02  5.619192e-02  5.515182e+07  5.741233e+07  2.203026e+03  2.079234e+03
2.282031e+04  -2.253030e+06  -4.077117e-02  1.232135e+02  5.609357e-02  5.526038e+07  5.751341e+07  2.196571e+03  2.073357e+03
2.288031e+04  -2.245515e+06  -4.055577e-02  1.226356e+02  5.599429e-02  5.536858e+07  5.761409e+07  2.190145e+03  2.067509e+03
2.294031e+04  -2.238096e+06  -4.034320e-02  1.220682e+02  5.589854e-02  5.547640e+07  5.771450e+07  2.183746e+03  2.061678e+03
2.300031e+04  -2.230687e+06  -4.013191e-02  1.215012e+02  5.580170e-02  5.558387e+07  5.781455e+07  2.177375e+03  2.055874e+03
2.306031e+04  -2.223288e+06  -3.992188e-02  1.209445e+02  5.570828e-02  5.569096e+07  5.791425e+07  2.171032e+03  2.050088e+03
2.312031e+04  -2.215926e+06  -3.971358e-02  1.203878e+02  5.561364e-02  5.579770e+07  5.801362e+07  2.164716e+03  2.044329e+03
2.318031e+04  -2.208571e+06  -3.950644e-02  1.198311e+02  5.551775e-02  5.590407e+07  5.811264e+07  2.158428e+03  2.038597e+03
2.324031e+04  -2.201303e+06  -3.930191e-02  1.192839e+02  5.542503e-02  5.601008e+07  5.821138e+07  2.152166e+03  2.032882e+03
2.330031e+04  -2.193984e+06  -3.909749e-02  1.187364e+02  5.533094e-02  5.611573e+07  5.830972e+07  2.145931e+03  2.027195e+03
2.336031e+04  -2.186719e+06  -3.889505e-02  1.181982e+02  5.523998e-02  5.622103e+07  5.840775e+07  2.139723e+03  2.021524e+03
2.342031e+04  -2.179485e+06  -3.869414e-02  1.176594e+02  5.514750e-02  5.632596e+07  5.850545e+07  2.133540e+03  2.015881e+03
