t_sec x_m y_m z_m vx_ms vy_ms vz_ms
551417.3051 -103658211.6847 -330900933.3844 -37846111.0352 380.6590 628.7927 10.0985
551477.3051 -103635369.8910 -330863200.5980 -37845504.4559 380.7341 628.9668 10.1208
551537.3051 -103612523.5903 -330825457.3665 -37844896.5379 380.8092 629.1409 10.1431
551597.3051 -103589672.7834 -330787703.6862 -37844287.2806 380.8843 629.3151 10.1655
551657.3051 -103566817.4706 -330749939.5537 -37843676.6837 380.9594 629.4893 10.1878
551717.3050 -103543957.6526 -330712164.9653 -37843064.7468 381.0345 629.6636 10.2101
551777.3051 -103521093.3299 -330674379.9175 -37842451.4695 381.1096 629.8380 10.2325
551837.3051 -103498224.5029 -330636584.4068 -37841836.8514 381.1846 630.0124 10.2548
551897.3051 -103475351.1723 -330598778.4295 -37841220.8920 381.2597 630.1869 10.2772
551957.3051 -103452473.3386 -330560961.9821 -37840603.5910 381.3348 630.3614 10.2995
552017.3051 -103429591.0022 -330523135.0611 -37839984.9480 381.4098 630.5360 10.3219
552077.3051 -103406704.1637 -330485297.6629 -37839364.9625 381.4848 630.7106 10.3443
552137.3051 -103383812.8236 -330447449.7839 -37838743.6342 381.5598 630.8853 10.3667
552197.3051 -103360916.9825 -330409591.4206 -37838120.9626 381.6349 631.0601 10.3891
552257.3050 -103338016.6408 -330371722.5693 -37837496.9474 381.7099 631.2349 10.4115
552317.3051 -103315111.7991 -330333843.2266 -37836871.5881 381.7849 631.4098 10.4339
552377.3050 -103292202.4579 -330295953.3889 -37836244.8843 381.8598 631.5848 10.4563
552437.3051 -103269288.6176 -330258053.0525 -37835616.8357 381.9348 631.7598 10.4787
552497.3051 -103246370.2789 -330220142.2140 -37834987.4417 382.0098 631.9348 10.5011
552557.3051 -103223447.4422 -330182220.8697 -37834356.7021 382.0848 632.1100 10.5235
552617.3051 -103200520.1079 -330144289.0161 -37833724.6163 382.1597 632.2852 10.5460
552677.3051 -103177588.2768 -330106346.6496 -37833091.1841 382.2347 632.4604 10.5684
552737.3051 -103154651.9491 -330068393.7667 -37832456.4049 382.3096 632.6357 10.5909
552797.3051 -103131711.1254 -330030430.3637 -37831820.2783 382.3845 632.8111 10.6133
552857.3051 -103108765.8063 -329992456.4372 -37831182.8041 382.4594 632.9865 10.6358
552917.3050 -103085815.9922 -329954471.9834 -37830543.9816 382.5344 633.1620 10.6583
552977.3051 -103062861.6836 -329916476.9989 -37829903.8106 382.6093 633.3375 10.6808
553037.3051 -103039902.8810 -329878471.4800 -37829262.2907 382.6842 633.5131 10.7032
553097.3051 -103016939.5850 -329840455.4233 -37828619.4213 382.7590 633.6888 10.7257
553157.3051 -102993971.7959 -329802428.8250 -37827975.2021 382.8339 633.8645 10.7482
553217.3050 -102970999.5143 -329764391.6817 -37827329.6328 382.9088 634.0403 10.7707
553277.3051 -102948022.7407 -329726343.9897 -37826682.7127 382.9837 634.2161 10.7933
553337.3051 -102925041.4755 -329688285.7455 -37826034.4417 383.0585 634.3920 10.8158
553397.3051 -102902055.7193 -329650216.9455 -37825384.8192 383.1334 634.5680 10.8383
553457.3051 -102879065.4724 -329612137.5860 -37824733.8448 383.2082 634.7440 10.8608
553517.3051 -102856070.7355 -329574047.6636 -37824081.5182 383.2830 634.9201 10.8834
553577.3050 -102833071.5090 -329535947.1747 -37823427.8388 383.3579 635.0962 10.9059
553637.3051 -102810067.7933 -329497836.1155 -37822772.8064 383.4327 635.2724 10.9285
553697.3051 -102787059.5890 -329459714.4826 -37822116.4204 383.5075 635.4487 10.9510
553757.3051 -102764046.8965 -329421582.2724 -37821458.6805 383.5823 635.6250 10.9736
553817.3051 -102741029.7162 -329383439.4813 -37820799.5862 383.6571 635.8014 10.9962
553877.3050 -102718008.0487 -329345286.1057 -37820139.1372 383.7318 635.9778 11.0188
553937.3051 -102694981.8945 -329307122.1419 -37819477.3329 383.8066 636.1543 11.0414
553997.3051 -102671951.2539 -329268947.5865 -37818814.1731 383.8814 636.3309 11.0640
554057.3051 -102648916.1274 -329230762.4358 -37818149.6572 383.9562 636.5075 11.0866
554117.3051 -102625876.5156 -329192566.6862 -37817483.7849 384.0309 636.6842 11.1092
554177.3051 -102602832.4189 -329154360.3342 -37816816.5557 384.1057 636.8609 11.1318
554237.3051 -102579783.8377 -329116143.3760 -37816147.9693 384.1804 637.0377 11.1544
554297.3051 -102556730.7725 -329077915.8082 -37815478.0251 384.2551 637.2146 11.1771
554357.3051 -102533673.2237 -329039677.6272 -37814806.7229 384.3298 637.3915 11.1997
554417.3050 -102510611.1919 -329001428.8292 -37814134.0621 384.4046 637.5685 11.2223
554477.3051 -102487544.6774 -328963169.4109 -37813460.0423 384.4793 637.7455 11.2450
554537.3051 -102464473.6807 -328924899.3684 -37812784.6632 384.5540 637.9226 11.2676
554597.3051 -102441398.2024 -328886618.6984 -37812107.9243 384.6287 638.0998 11.2903
554657.3051 -102418318.2427 -328848327.3970 -37811429.8251 384.7033 638.2770 11.3130
554717.3051 -102395233.8022 -328810025.4608 -37810750.3654 384.7780 638.4542 11.3357
554777.3051 -102372144.8813 -328771712.8861 -37810069.5445 384.8527 638.6316 11.3584
554837.3051 -102349051.4805 -328733389.6693 -37809387.3622 384.9273 638.8090 11.3811
554897.3051 -102325953.6001 -328695055.8069 -37808703.8180 385.0020 638.9864 11.4038
554957.3050 -102302851.2407 -328656711.2952 -37808018.9114 385.0766 639.1640 11.4265
555017.3051 -102279744.4027 -328618356.1305 -37807332.6421 385.1513 639.3415 11.4492
555077.3050 -102256633.0865 -328579990.3094 -37806645.0096 385.2259 639.5192 11.4719
555137.3051 -102233517.2926 -328541613.8281 -37805956.0135 385.3005 639.6969 11.4946
555197.3051 -102210397.0213 -328503226.6831 -37805265.6534 385.3752 639.8746 11.5174
555257.3051 -102187272.2732 -328464828.8708 -37804573.9289 385.4498 640.0525 11.5401
555317.3051 -102164143.0486 -328426420.3875 -37803880.8395 385.5244 640.2303 11.5629
555377.3051 -102141009.3479 -328388001.2297 -37803186.3847 385.5990 640.4083 11.5856
555437.3051 -102117871.1717 -328349571.3936 -37802490.5643 385.6736 640.5863 11.6084
555497.3051 -102094728.5204 -328311130.8758 -37801793.3777 385.7481 640.7643 11.6312
555557.3051 -102071581.3943 -328272679.6725 -37801094.8245 385.8227 640.9425 11.6539
555617.3050 -102048429.7938 -328234217.7802 -37800394.9044 385.8973 641.1206 11.6767
555677.3051 -102025273.7195 -328195745.1953 -37799693.6168 385.9719 641.2989 11.6995
555737.3051 -102002113.1717 -328157261.9141 -37798990.9613 386.0464 641.4772 11.7223
555797.3051 -101978948.1508 -328118767.9329 -37798286.9376 386.1210 641.6555 11.7451
555857.3051 -101955778.6573 -328080263.2483 -37797581.5451 386.1955 641.8340 11.7679
555917.3050 -101932604.6916 -328041747.8565 -37796874.7835 386.2700 642.0124 11.7908
555977.3051 -101909426.2541 -328003221.7539 -37796166.6523 386.3446 642.1910 11.8136
556037.3051 -101886243.3452 -327964684.9370 -37795457.1511 386.4191 642.3696 11.8364
556097.3051 -101863055.9652 -327926137.4020 -37794746.2795 386.4936 642.5483 11.8593
556157.3051 -101839864.1147 -327887579.1454 -37794034.0371 386.5681 642.7270 11.8821
556217.3051 -101816667.7941 -327849010.1635 -37793320.4233 386.6426 642.9058 11.9050
556277.3050 -101793467.0036 -327810430.4526 -37792605.4378 386.7171 643.0846 11.9279
556337.3051 -101770261.7438 -327771840.0093 -37791889.0802 386.7916 643.2635 11.9507
556397.3051 -101747052.0151 -327733238.8298 -37791171.3500 386.8661 643.4425 11.9736
556457.3051 -101723837.8178 -327694626.9104 -37790452.2467 386.9405 643.6215 11.9965
556517.3051 -101700619.1523 -327656004.2476 -37789731.7700 387.0150 643.8006 12.0194
556577.3050 -101677396.0190 -327617370.8378 -37789009.9195 387.0894 643.9797 12.0423
556637.3051 -101654168.4184 -327578726.6772 -37788286.6946 387.1639 644.1590 12.0652
556697.3051 -101630936.3509 -327540071.7623 -37787562.0949 387.2383 644.3382 12.0881
556757.3051 -101607699.8167 -327501406.0894 -37786836.1201 387.3128 644.5176 12.1110
556817.3051 -101584458.8164 -327462729.6549 -37786108.7697 387.3872 644.6969 12.1340
556877.3051 -101561213.3503 -327424042.4551 -37785380.0432 387.4616 644.8764 12.1569
556937.3051 -101537963.4188 -327385344.4864 -37784649.9402 387.5361 645.0559 12.1799
556997.3051 -101514709.0222 -327346635.7451 -37783918.4603 387.6105 645.2355 12.2028
557057.3051 -101491450.1611 -327307916.2277 -37783185.6031 387.6849 645.4151 12.2258
557117.3050 -101468186.8357 -327269185.9304 -37782451.3680 387.7593 645.5948 12.2487
557177.3051 -101444919.0464 -327230444.8496 -37781715.7547 387.8337 645.7746 12.2717
557237.3051 -101421646.7936 -327191692.9817 -37780978.7628 387.9081 645.9544 12.2947
557297.3051 -101398370.0777 -327152930.3229 -37780240.3917 387.9825 646.1343 12.3177
557357.3051 -101375088.8991 -327114156.8698 -37779500.6411 388.0568 646.3142 12.3407
557417.3051 -101351803.2582 -327075372.6186 -37778759.5106 388.1312 646.4942 12.3637
557477.3051 -101328513.1553 -327036577.5656 -37778016.9996 388.2056 646.6743 12.3867
557537.3051 -101305218.5908 -326997771.7072 -37777273.1077 388.2799 646.8544 12.4097
557597.3051 -101281919.5650 -326958955.0398 -37776527.8346 388.3543 647.0346 12.4327
557657.3050 -101258616.0784 -326920127.5597 -37775781.1797 388.4286 647.2148 12.4558
557717.3051 -101235308.1313 -326881289.2632 -37775033.1426 388.5030 647.3951 12.4788
557777.3050 -101211995.7241 -326842440.1468 -37774283.7230 388.5773 647.5755 12.5019
557837.3051 -101188678.8571 -326803580.2066 -37773532.9202 388.6516 647.7559 12.5249
557897.3051 -101165357.5307 -326764709.4391 -37772780.7340 388.7259 647.9364 12.5480
557957.3051 -101142031.7453 -326725827.8406 -37772027.1638 388.8002 648.1169 12.5710
558017.3051 -101118701.5012 -326686935.4075 -37771272.2093 388.8746 648.2975 12.5941
558077.3051 -101095366.7989 -326648032.1360 -37770515.8699 388.9489 648.4782 12.6172
558137.3051 -101072027.6385 -326609118.0226 -37769758.1453 389.0232 648.6589 12.6403
558197.3051 -101048684.0206 -326570193.0635 -37768999.0350 389.0974 648.8397 12.6634
558257.3051 -101025335.9454 -326531257.2551 -37768238.5385 389.1717 649.0206 12.6865
558317.3050 -101001983.4134 -326492310.5937 -37767476.6554 389.2460 649.2015 12.7096
558377.3051 -100978626.4248 -326453353.0756 -37766713.3853 389.3203 649.3825 12.7327
558437.3051 -100955264.9800 -326414384.6972 -37765948.7276 389.3945 649.5635 12.7559
558497.3051 -100931899.0794 -326375405.4548 -37765182.6821 389.4688 649.7446 12.7790
558557.3051 -100908528.7234 -326336415.3448 -37764415.2482 389.5431 649.9258 12.8021
558617.3050 -100885153.9122 -326297414.3634 -37763646.4255 389.6173 650.1070 12.8253
558677.3051 -100861774.6461 -326258402.5070 -37762876.2135 389.6916 650.2883 12.8484
558737.3051 -100838390.9257 -326219379.7719 -37762104.6118 389.7658 650.4696 12.8716
558797.3051 -100815002.7511 -326180346.1544 -37761331.6199 389.8400 650.6510 12.8948
558857.3051 -100791610.1228 -326141301.6509 -37760557.2375 389.9143 650.8325 12.9180
558917.3051 -100768213.0410 -326102246.2576 -37759781.4640 389.9885 651.0140 12.9412
558977.3050 -100744811.5062 -326063179.9709 -37759004.2990 390.0627 651.1956 12.9643
559037.3051 -100721405.5185 -326024102.7871 -37758225.7420 390.1369 651.3772 12.9876
559097.3051 -100697995.0785 -325985014.7025 -37757445.7927 390.2111 651.5589 13.0108
559157.3051 -100674580.1864 -325945915.7135 -37756664.4505 390.2853 651.7407 13.0340
559217.3051 -100651160.8425 -325906805.8163 -37755881.7150 390.3595 651.9225 13.0572
559277.3050 -100627737.0472 -325867685.0073 -37755097.5858 390.4337 652.1044 13.0804
559337.3051 -100604308.8008 -325828553.2828 -37754312.0624 390.5079 652.2864 13.1037
559397.3051 -100580876.1036 -325789410.6391 -37753525.1443 390.5820 652.4684 13.1269
559457.3051 -100557438.9560 -325750257.0724 -37752736.8311 390.6562 652.6505 13.1502
559517.3051 -100533997.3583 -325711092.5792 -37751947.1224 390.7304 652.8326 13.1734
559577.3051 -100510551.3108 -325671917.1556 -37751156.0177 390.8045 653.0148 13.1967
559637.3051 -100487100.8138 -325632730.7981 -37750363.5166 390.8787 653.1971 13.2200
559697.3051 -100463645.8676 -325593533.5029 -37749569.6185 390.9528 653.3794 13.2433
559757.3051 -100440186.4726 -325554325.2663 -37748774.3231 391.0270 653.5618 13.2666
559817.3050 -100416722.6291 -325515106.0846 -37747977.6299 391.1011 653.7443 13.2899
559877.3051 -100393254.3374 -325475875.9542 -37747179.5384 391.1753 653.9268 13.3132
559937.3051 -100369781.5978 -325436634.8713 -37746380.0483 391.2494 654.1093 13.3365
559997.3051 -100346304.4106 -325397382.8322 -37745579.1589 391.3235 654.2920 13.3598
560057.3051 -100322822.7762 -325358119.8332 -37744776.8699 391.3976 654.4747 13.3831
560117.3051 -100299336.6948 -325318845.8706 -37743973.1809 391.4717 654.6574 13.4065
560177.3051 -100275846.1668 -325279560.9408 -37743168.0913 391.5459 654.8402 13.4298
560237.3051 -100252351.1924 -325240265.0399 -37742361.6007 391.6200 655.0231 13.4532
560297.3051 -100228851.7720 -325200958.1644 -37741553.7087 391.6941 655.2061 13.4765
560357.3050 -100205347.9058 -325161640.3104 -37740744.4148 391.7681 655.3891 13.4999
560417.3051 -100181839.5942 -325122311.4743 -37739933.7185 391.8422 655.5721 13.5233
560477.3050 -100158326.8375 -325082971.6523 -37739121.6194 391.9163 655.7553 13.5467
560537.3051 -100134809.6360 -325043620.8408 -37738308.1171 391.9904 655.9385 13.5701
560597.3051 -100111287.9900 -325004259.0360 -37737493.2110 392.0645 656.1217 13.5935
560657.3051 -100087761.8997 -324964886.2342 -37736676.9007 392.1385 656.3050 13.6169
560717.3051 -100064231.3655 -324925502.4318 -37735859.1858 392.2126 656.4884 13.6403
560777.3051 -100040696.3876 -324886107.6249 -37735040.0657 392.2867 656.6718 13.6637
560837.3051 -100017156.9664 -324846701.8098 -37734219.5401 392.3607 656.8553 13.6871
560897.3051 -99993613.1021 -324807284.9829 -37733397.6085 392.4348 657.0389 13.7106
560957.3051 -99970064.7951 -324767857.1404 -37732574.2703 392.5088 657.2225 13.7340
561017.3050 -99946512.0456 -324728418.2786 -37731749.5253 392.5828 657.4062 13.7575
561077.3051 -99922954.8539 -324688968.3938 -37730923.3728 392.6569 657.5900 13.7809
561137.3051 -99899393.2203 -324649507.4822 -37730095.8124 392.7309 657.7738 13.8044
561197.3051 -99875827.1451 -324610035.5401 -37729266.8438 392.8049 657.9576 13.8279
561257.3051 -99852256.6285 -324570552.5638 -37728436.4663 392.8790 658.1416 13.8514
561317.3050 -99828681.6709 -324531058.5496 -37727604.6796 392.9530 658.3256 13.8749
561377.3051 -99805102.2725 -324491553.4937 -37726771.4831 393.0270 658.5096 13.8984
561437.3051 -99781518.4337 -324452037.3923 -37725936.8765 393.1010 658.6938 13.9219
561497.3051 -99757930.1546 -324412510.2418 -37725100.8592 393.1750 658.8779 13.9454
561557.3051 -99734337.4355 -324372972.0385 -37724263.4308 393.2490 659.0622 13.9689
561617.3051 -99710740.2768 -324333422.7785 -37723424.5908 393.3230 659.2465 13.9924
561677.3050 -99687138.6787 -324293862.4581 -37722584.3388 393.3970 659.4309 14.0160
561737.3051 -99663532.6415 -324254291.0736 -37721742.6743 393.4709 659.6153 14.0395
561797.3051 -99639922.1654 -324214708.6213 -37720899.5968 393.5449 659.7998 14.0631
561857.3051 -99616307.2507 -324175115.0975 -37720055.1058 393.6189 659.9843 14.0866
561917.3051 -99592687.8978 -324135510.4983 -37719209.2010 393.6929 660.1690 14.1102
561977.3050 -99569064.1067 -324095894.8200 -37718361.8818 393.7668 660.3537 14.1338
562037.3051 -99545435.8779 -324056268.0589 -37717513.1477 393.8408 660.5384 14.1574
562097.3051 -99521803.2116 -324016630.2112 -37716662.9983 393.9147 660.7232 14.1810
562157.3051 -99498166.1080 -323976981.2732 -37715811.4332 393.9887 660.9081 14.2046
562217.3051 -99474524.5675 -323937321.2412 -37714958.4518 394.0626 661.0930 14.2282
562277.3051 -99450878.5901 -323897650.1113 -37714104.0537 394.1366 661.2780 14.2518
562337.3051 -99427228.1763 -323857967.8799 -37713248.2385 394.2105 661.4631 14.2754
562397.3051 -99403573.3263 -323818274.5431 -37712391.0055 394.2845 661.6482 14.2990
562457.3051 -99379914.0403 -323778570.0973 -37711532.3545 394.3584 661.8334 14.3227
562517.3050 -99356250.3186 -323738854.5386 -37710672.2848 394.4323 662.0186 14.3463
562577.3051 -99332582.1615 -323699127.8633 -37709810.7961 394.5062 662.2039 14.3700
562637.3051 -99308909.5691 -323659390.0677 -37708947.8879 394.5802 662.3893 14.3936
562697.3051 -99285232.5418 -323619641.1479 -37708083.5596 394.6541 662.5747 14.4173
562757.3051 -99261551.0798 -323579881.1003 -37707217.8109 394.7280 662.7602 14.4410
562817.3051 -99237865.1833 -323540109.9210 -37706350.6412 394.8019 662.9458 14.4647
562877.3051 -99214174.8526 -323500327.6063 -37705482.0502 394.8758 663.1314 14.4884
562937.3051 -99190480.0879 -323460534.1524 -37704612.0372 394.9497 663.3171 14.5121
562997.3051 -99166780.8895 -323420729.5555 -37703740.6018 395.0236 663.5028 14.5358
563057.3050 -99143077.2576 -323380913.8120 -37702867.7436 395.0975 663.6886 14.5595
563117.3051 -99119369.1925 -323341086.9179 -37701993.4620 395.1714 663.8745 14.5832
563177.3050 -99095656.6943 -323301248.8696 -37701117.7567 395.2452 664.0604 14.6070
563237.3051 -99071939.7634 -323261399.6632 -37700240.6271 395.3191 664.2464 14.6307
563297.3051 -99048218.4000 -323221539.2951 -37699362.0728 395.3930 664.4325 14.6544
563357.3051 -99024492.6042 -323181667.7613 -37698482.0932 395.4669 664.6186 14.6782
563417.3051 -99000762.3764 -323141785.0582 -37697600.6880 395.5407 664.8048 14.7020
563477.3051 -98977027.7168 -323101891.1819 -37696717.8566 395.6146 664.9911 14.7257
563537.3051 -98953288.6256 -323061986.1286 -37695833.5985 395.6884 665.1774 14.7495
563597.3051 -98929545.1030 -323022069.8947 -37694947.9133 395.7623 665.3638 14.7733
563657.3051 -98905797.1492 -322982142.4763 -37694060.8005 395.8362 665.5502 14.7971
563717.3050 -98882044.7646 -322942203.8695 -37693172.2596 395.9100 665.7367 14.8209
563777.3051 -98858287.9492 -322902254.0708 -37692282.2901 395.9838 665.9233 14.8447
563837.3051 -98834526.7034 -322862293.0761 -37691390.8916 396.0577 666.1099 14.8686
563897.3051 -98810761.0274 -322822320.8818 -37690498.0636 396.1315 666.2966 14.8924
563957.3051 -98786990.9213 -322782337.4840 -37689603.8056 396.2054 666.4833 14.9162
564017.3050 -98763216.3854 -322742342.8790 -37688708.1171 396.2792 666.6702 14.9401
564077.3051 -98739437.4200 -322702337.0630 -37687810.9976 396.3530 666.8570 14.9639
564137.3051 -98715654.0252 -322662320.0321 -37686912.4467 396.4268 667.0440 14.9878
564197.3051 -98691866.2013 -322622291.7826 -37686012.4638 396.5006 667.2310 15.0116
564257.3051 -98668073.9484 -322582252.3107 -37685111.0486 396.5745 667.4181 15.0355
564317.3051 -98644277.2669 -322542201.6126 -37684208.2004 396.6483 667.6052 15.0594
564377.3050 -98620476.1568 -322502139.6845 -37683303.9189 396.7221 667.7924 15.0833
564437.3051 -98596670.6185 -322462066.5225 -37682398.2036 396.7959 667.9797 15.1072
564497.3051 -98572860.6520 -322421982.1229 -37681491.0539 396.8697 668.1670 15.1311
564557.3051 -98549046.2577 -322381886.4819 -37680582.4693 396.9435 668.3544 15.1550
564617.3051 -98525227.4358 -322341779.5956 -37679672.4495 397.0173 668.5418 15.1790
564677.3050 -98501404.1864 -322301661.4602 -37678760.9939 397.0911 668.7294 15.2029
564737.3051 -98477576.5097 -322261532.0720 -37677848.1019 397.1648 668.9169 15.2268
564797.3051 -98453744.4060 -322221391.4271 -37676933.7733 397.2386 669.1046 15.2508
564857.3051 -98429907.8755 -322181239.5217 -37676018.0073 397.3124 669.2923 15.2747
564917.3051 -98406066.9183 -322141076.3520 -37675100.8037 397.3862 669.4801 15.2987
564977.3051 -98382221.5346 -322100901.9142 -37674182.1618 397.4599 669.6679 15.3227
565037.3051 -98358371.7247 -322060716.2044 -37673262.0812 397.5337 669.8558 15.3467
565097.3051 -98334517.4888 -322020519.2189 -37672340.5614 397.6075 670.0437 15.3707
565157.3051 -98310658.8271 -321980310.9538 -37671417.6020 397.6812 670.2318 15.3947
565217.3050 -98286795.7396 -321940091.4053 -37670493.2023 397.7550 670.4199 15.4187
565277.3051 -98262928.2267 -321899860.5695 -37669567.3620 397.8288 670.6080 15.4427
565337.3051 -98239056.2886 -321859618.4427 -37668640.0805 397.9025 670.7962 15.4667
565397.3051 -98215179.9253 -321819365.0210 -37667711.3574 397.9763 670.9845 15.4907
565457.3051 -98191299.1372 -321779100.3005 -37666781.1922 398.0500 671.1729 15.5148
565517.3051 -98167413.9244 -321738824.2776 -37665849.5844 398.1238 671.3613 15.5388
565577.3051 -98143524.2870 -321698536.9482 -37664916.5334 398.1975 671.5497 15.5629
565637.3051 -98119630.2253 -321658238.3087 -37663982.0388 398.2712 671.7383 15.5869
565697.3051 -98095731.7395 -321617928.3551 -37663046.1002 398.3450 671.9269 15.6110
565757.3050 -98071828.8297 -321577607.0836 -37662108.7169 398.4187 672.1155 15.6351
565817.3051 -98047921.4962 -321537274.4904 -37661169.8886 398.4924 672.3043 15.6592
565877.3050 -98024009.7390 -321496930.5716 -37660229.6147 398.5661 672.4930 15.6833
565937.3051 -98000093.5585 -321456575.3235 -37659287.8947 398.6399 672.6819 15.7074
565997.3051 -97976172.9546 -321416208.7421 -37658344.7282 398.7136 672.8708 15.7315
566057.3051 -97952247.9278 -321375830.8236 -37657400.1146 398.7873 673.0598 15.7556
566117.3051 -97928318.4780 -321335441.5641 -37656454.0534 398.8610 673.2489 15.7798
566177.3051 -97904384.6055 -321295040.9599 -37655506.5443 398.9347 673.4380 15.8039
566237.3051 -97880446.3105 -321254629.0071 -37654557.5866 399.0084 673.6271 15.8280
566297.3051 -97856503.5931 -321214205.7017 -37653607.1798 399.0821 673.8164 15.8522
566357.3051 -97832556.4535 -321173771.0401 -37652655.3235 399.1558 674.0057 15.8764
566417.3050 -97808604.8919 -321133325.0182 -37651702.0172 399.2295 674.1951 15.9005
566477.3051 -97784648.9084 -321092867.6323 -37650747.2604 399.3032 674.3845 15.9247
566537.3051 -97760688.5033 -321052398.8785 -37649791.0525 399.3769 674.5740 15.9489
566597.3051 -97736723.6766 -321011918.7529 -37648833.3932 399.4506 674.7635 15.9731
566657.3051 -97712754.4285 -320971427.2518 -37647874.2818 399.5243 674.9532 15.9973
566717.3050 -97688780.7593 -320930924.3711 -37646913.7179 399.5980 675.1429 16.0215
566777.3051 -97664802.6690 -320890410.1071 -37645951.7010 399.6717 675.3326 16.0457
566837.3051 -97640820.1578 -320849884.4559 -37644988.2305 399.7454 675.5224 16.0700
566897.3051 -97616833.2259 -320809347.4136 -37644023.3061 399.8190 675.7123 16.0942
566957.3051 -97592841.8734 -320768798.9763 -37643056.9271 399.8927 675.9023 16.1184
567017.3051 -97568846.1006 -320728239.1403 -37642089.0932 399.9664 676.0923 16.1427
567077.3050 -97544845.9075 -320687667.9015 -37641119.8037 400.0401 676.2824 16.1670
567137.3051 -97520841.2943 -320647085.2562 -37640149.0582 400.1137 676.4725 16.1912
567197.3051 -97496832.2611 -320606491.2005 -37639176.8561 400.1874 676.6627 16.2155
567257.3051 -97472818.8082 -320565885.7304 -37638203.1971 400.2610 676.8530 16.2398
567317.3051 -97448800.9356 -320525268.8422 -37637228.0805 400.3347 677.0433 16.2641
567377.3050 -97424778.6436 -320484640.5319 -37636251.5059 400.4084 677.2337 16.2884
567437.3051 -97400751.9322 -320444000.7956 -37635273.4728 400.4820 677.4242 16.3127
567497.3051 -97376720.8016 -320403349.6296 -37634293.9806 400.5557 677.6147 16.3370
567557.3051 -97352685.2520 -320362687.0298 -37633313.0289 400.6293 677.8053 16.3614
567617.3051 -97328645.2835 -320322012.9924 -37632330.6172 400.7030 677.9960 16.3857
567677.3051 -97304600.8962 -320281327.5135 -37631346.7449 400.7766 678.1867 16.4100
567737.3051 -97280552.0903 -320240630.5892 -37630361.4115 400.8503 678.3775 16.4344
567797.3051 -97256498.8659 -320199922.2157 -37629374.6166 400.9239 678.5683 16.4588
567857.3051 -97232441.2231 -320159202.3890 -37628386.3596 400.9975 678.7592 16.4831
567917.3050 -97208379.1622 -320118471.1052 -37627396.6401 401.0712 678.9502 16.5075
567977.3051 -97184312.6833 -320077728.3605 -37626405.4574 401.1448 679.1413 16.5319
568037.3051 -97160241.7864 -320036974.1509 -37625412.8112 401.2184 679.3324 16.5563
568097.3051 -97136166.4717 -319996208.4726 -37624418.7009 401.2921 679.5236 16.5807
568157.3051 -97112086.7393 -319955431.3216 -37623423.1259 401.3657 679.7148 16.6051
568217.3051 -97088002.5894 -319914642.6941 -37622426.0859 401.4393 679.9061 16.6295
568277.3051 -97063914.0222 -319873842.5861 -37621427.5802 401.5129 680.0975 16.6540
568337.3051 -97039821.0377 -319833030.9938 -37620427.6084 401.5866 680.2889 16.6784
568397.3051 -97015723.6360 -319792207.9132 -37619426.1700 401.6602 680.4804 16.7029
568457.3050 -96991621.8173 -319751373.3404 -37618423.2644 401.7338 680.6720 16.7273
568517.3051 -96967515.5818 -319710527.2715 -37617418.8911 401.8074 680.8636 16.7518
568577.3050 -96943404.9295 -319669669.7026 -37616413.0497 401.8810 681.0553 16.7763
568637.3051 -96919289.8606 -319628800.6298 -37615405.7395 401.9546 681.2471 16.8007
568697.3051 -96895170.3751 -319587920.0491 -37614396.9602 402.0282 681.4389 16.8252
568757.3051 -96871046.4733 -319547027.9567 -37613386.7111 402.1018 681.6308 16.8497
568817.3051 -96846918.1552 -319506124.3486 -37612374.9918 402.1754 681.8228 16.8742
568877.3051 -96822785.4210 -319465209.2210 -37611361.8018 402.2490 682.0148 16.8988
568937.3051 -96798648.2707 -319424282.5698 -37610347.1405 402.3226 682.2069 16.9233
568997.3051 -96774506.7046 -319383344.3912 -37609331.0075 402.3962 682.3991 16.9478
569057.3051 -96750360.7226 -319342394.6812 -37608313.4022 402.4698 682.5913 16.9724
569117.3050 -96726210.3250 -319301433.4359 -37607294.3240 402.5434 682.7836 16.9969
569177.3051 -96702055.5117 -319260460.6514 -37606273.7726 402.6170 682.9759 17.0215
569237.3051 -96677896.2831 -319219476.3237 -37605251.7473 402.6906 683.1683 17.0460
569297.3051 -96653732.6391 -319178480.4489 -37604228.2477 402.7642 683.3608 17.0706
569357.3051 -96629564.5798 -319137473.0232 -37603203.2732 402.8378 683.5534 17.0952
569417.3050 -96605392.1055 -319096454.0424 -37602176.8233 402.9114 683.7460 17.1198
569477.3051 -96581215.2161 -319055423.5028 -37601148.8975 402.9849 683.9387 17.1444
569537.3051 -96557033.9118 -319014381.4003 -37600119.4953 403.0585 684.1314 17.1690
569597.3051 -96532848.1926 -318973327.7310 -37599088.6162 403.1321 684.3242 17.1936
569657.3051 -96508658.0588 -318932262.4910 -37598056.2596 403.2057 684.5171 17.2183
569717.3051 -96484463.5104 -318891185.6764 -37597022.4250 403.2793 684.7101 17.2429
569777.3050 -96460264.5475 -318850097.2831 -37595987.1119 403.3528 684.9031 17.2675
569837.3051 -96436061.1702 -318808997.3072 -37594950.3199 403.4264 685.0961 17.2922
569897.3051 -96411853.3786 -318767885.7449 -37593912.0482 403.5000 685.2893 17.3169
569957.3051 -96387641.1727 -318726762.5920 -37592872.2966 403.5735 685.4825 17.3415
