t_sec x_m y_m z_m vx_ms vy_ms vz_ms
202697.3051 -102183023.7043 -216968002.9070 -20440422.9190 -252.1524 -1227.2604 -109.8559
202757.3051 -102198147.7684 -217041627.3649 -20447013.2280 -251.9831 -1226.8882 -109.8210
202817.3051 -102213261.6838 -217115229.4935 -20453601.4446 -251.8141 -1226.5161 -109.7862
202877.3050 -102228365.4587 -217188809.3055 -20460187.5701 -251.6451 -1226.1443 -109.7513
202937.3051 -102243459.1015 -217262366.8139 -20466771.6057 -251.4763 -1225.7727 -109.7165
202997.3051 -102258542.6204 -217335902.0313 -20473353.5527 -251.3077 -1225.4013 -109.6817
203057.3051 -102273616.0237 -217409414.9705 -20479933.4123 -251.1391 -1225.0301 -109.6469
203117.3051 -102288679.3195 -217482905.6442 -20486511.1857 -250.9707 -1224.6591 -109.6122
203177.3051 -102303732.5161 -217556374.0652 -20493086.8742 -250.8025 -1224.2883 -109.5774
203237.3051 -102318775.6218 -217629820.2462 -20499660.4791 -250.6344 -1223.9178 -109.5427
203297.3051 -102333808.6447 -217703244.1998 -20506232.0016 -250.4664 -1223.5474 -109.5080
203357.3051 -102348831.5931 -217776645.9388 -20512801.4429 -250.2986 -1223.1773 -109.4734
203417.3050 -102363844.4750 -217850025.4758 -20519368.8042 -250.1309 -1222.8073 -109.4387
203477.3051 -102378847.2987 -217923382.8235 -20525934.0869 -249.9633 -1222.4376 -109.4041
203537.3051 -102393840.0724 -217996717.9945 -20532497.2920 -249.7959 -1222.0681 -109.3694
203597.3051 -102408822.8041 -218070031.0014 -20539058.4210 -249.6286 -1221.6988 -109.3349
203657.3051 -102423795.5021 -218143321.8568 -20545617.4749 -249.4614 -1221.3297 -109.3003
203717.3051 -102438758.1745 -218216590.5733 -20552174.4550 -249.2944 -1220.9609 -109.2657
203777.3051 -102453710.8293 -218289837.1635 -20558729.3626 -249.1275 -1220.5922 -109.2312
203837.3051 -102468653.4748 -218363061.6399 -20565282.1989 -248.9607 -1220.2237 -109.1967
203897.3051 -102483586.1189 -218436264.0152 -20571832.9651 -248.7941 -1219.8555 -109.1622
203957.3050 -102498508.7698 -218509444.3017 -20578381.6624 -248.6276 -1219.4874 -109.1277
204017.3051 -102513421.4356 -218582602.5121 -20584928.2920 -248.4613 -1219.1196 -109.0933
204077.3050 -102528324.1243 -218655738.6589 -20591472.8553 -248.2950 -1218.7520 -109.0588
204137.3051 -102543216.8440 -218728852.7544 -20598015.3533 -248.1290 -1218.3846 -109.0244
204197.3051 -102558099.6028 -218801944.8113 -20604555.7873 -247.9630 -1218.0174 -108.9900
204257.3051 -102572972.4086 -218875014.8419 -20611094.1586 -247.7972 -1217.6504 -108.9557
204317.3051 -102587835.2695 -218948062.8587 -20617630.4683 -247.6315 -1217.2836 -108.9213
204377.3051 -102602688.1935 -219021088.8742 -20624164.7177 -247.4660 -1216.9170 -108.8870
204437.3051 -102617531.1887 -219094092.9007 -20630696.9079 -247.3006 -1216.5506 -108.8527
204497.3051 -102632364.2630 -219167074.9506 -20637227.0403 -247.1353 -1216.1844 -108.8184
204557.3051 -102647187.4244 -219240035.0363 -20643755.1159 -246.9701 -1215.8185 -108.7841
204617.3050 -102662000.6809 -219312973.1703 -20650281.1360 -246.8051 -1215.4527 -108.7499
204677.3051 -102676804.0404 -219385889.3648 -20656805.1018 -246.6402 -1215.0871 -108.7157
204737.3051 -102691597.5109 -219458783.6322 -20663327.0146 -246.4755 -1214.7218 -108.6814
204797.3051 -102706381.1004 -219531655.9848 -20669846.8754 -246.3109 -1214.3567 -108.6473
204857.3051 -102721154.8168 -219604506.4349 -20676364.6856 -246.1464 -1213.9917 -108.6131
204917.3050 -102735918.6680 -219677334.9949 -20682880.4463 -245.9820 -1213.6270 -108.5789
204977.3051 -102750672.6619 -219750141.6769 -20689394.1588 -245.8178 -1213.2625 -108.5448
205037.3051 -102765416.8065 -219822926.4934 -20695905.8241 -245.6537 -1212.8981 -108.5107
205097.3051 -102780151.1096 -219895689.4565 -20702415.4436 -245.4897 -1212.5340 -108.4766
205157.3051 -102794875.5791 -219968430.5785 -20708923.0184 -245.3259 -1212.1701 -108.4425
205217.3051 -102809590.2229 -220041149.8716 -20715428.5497 -245.1622 -1211.8064 -108.4085
205277.3050 -102824295.0489 -220113847.3480 -20721932.0387 -244.9987 -1211.4429 -108.3745
205337.3051 -102838990.0649 -220186523.0199 -20728433.4866 -244.8352 -1211.0796 -108.3405
205397.3051 -102853675.2787 -220259176.8996 -20734932.8945 -244.6719 -1210.7165 -108.3065
205457.3051 -102868350.6982 -220331808.9991 -20741430.2638 -244.5088 -1210.3536 -108.2725
205517.3051 -102883016.3313 -220404419.3306 -20747925.5955 -244.3457 -1209.9909 -108.2386
205577.3050 -102897672.1857 -220477007.9063 -20754418.8909 -244.1828 -1209.6284 -108.2046
205637.3051 -102912318.2693 -220549574.7384 -20760910.1510 -244.0200 -1209.2661 -108.1707
205697.3051 -102926954.5898 -220622119.8388 -20767399.3773 -243.8574 -1208.9040 -108.1368
205757.3051 -102941581.1550 -220694643.2197 -20773886.5707 -243.6948 -1208.5421 -108.1030
205817.3051 -102956197.9727 -220767144.8933 -20780371.7324 -243.5324 -1208.1804 -108.0691
205877.3051 -102970805.0507 -220839624.8715 -20786854.8638 -243.3702 -1207.8189 -108.0353
205937.3051 -102985402.3968 -220912083.1664 -20793335.9659 -243.2080 -1207.4576 -108.0015
205997.3051 -102999990.0186 -220984519.7901 -20799815.0399 -243.0460 -1207.0965 -107.9677
206057.3051 -103014567.9240 -221056934.7547 -20806292.0869 -242.8842 -1206.7356 -107.9339
206117.3050 -103029136.1206 -221129328.0720 -20812767.1083 -242.7224 -1206.3750 -107.9001
206177.3051 -103043694.6161 -221201699.7542 -20819240.1051 -242.5608 -1206.0145 -107.8664
206237.3051 -103058243.4184 -221274049.8131 -20825711.0784 -242.3993 -1205.6542 -107.8327
206297.3051 -103072782.5350 -221346378.2609 -20832180.0296 -242.2379 -1205.2941 -107.7990
206357.3051 -103087311.9737 -221418685.1094 -20838646.9597 -242.0767 -1204.9342 -107.7653
206417.3051 -103101831.7421 -221490970.3706 -20845111.8699 -241.9156 -1204.5745 -107.7317
206477.3051 -103116341.8480 -221563234.0565 -20851574.7614 -241.7546 -1204.2150 -107.6980
206537.3051 -103130842.2989 -221635476.1788 -20858035.6353 -241.5938 -1203.8557 -107.6644
206597.3051 -103145333.1026 -221707696.7497 -20864494.4929 -241.4330 -1203.4967 -107.6308
206657.3050 -103159814.2666 -221779895.7809 -20870951.3352 -241.2724 -1203.1378 -107.5973
206717.3051 -103174285.7987 -221852073.2843 -20877406.1634 -241.1120 -1202.7791 -107.5637
206777.3050 -103188747.7063 -221924229.2718 -20883858.9787 -240.9516 -1202.4206 -107.5302
206837.3051 -103203199.9973 -221996363.7553 -20890309.7823 -240.7914 -1202.0623 -107.4966
206897.3051 -103217642.6790 -222068476.7465 -20896758.5752 -240.6313 -1201.7042 -107.4631
206957.3051 -103232075.7592 -222140568.2573 -20903205.3587 -240.4714 -1201.3462 -107.4297
207017.3051 -103246499.2455 -222212638.2996 -20909650.1339 -240.3115 -1200.9885 -107.3962
207077.3051 -103260913.1453 -222284686.8851 -20916092.9020 -240.1518 -1200.6310 -107.3627
207137.3051 -103275317.4663 -222356714.0255 -20922533.6641 -239.9922 -1200.2737 -107.3293
207197.3051 -103289712.2161 -222428719.7328 -20928972.4214 -239.8328 -1199.9166 -107.2959
207257.3051 -103304097.4021 -222500704.0185 -20935409.1749 -239.6734 -1199.5596 -107.2625
207317.3050 -103318473.0319 -222572666.8946 -20941843.9259 -239.5142 -1199.2029 -107.2292
207377.3051 -103332839.1131 -222644608.3726 -20948276.6756 -239.3552 -1198.8464 -107.1958
207437.3051 -103347195.6532 -222716528.4644 -20954707.4249 -239.1962 -1198.4900 -107.1625
207497.3051 -103361542.6596 -222788427.1815 -20961136.1752 -239.0374 -1198.1339 -107.1292
207557.3051 -103375880.1399 -222860304.5358 -20967562.9275 -238.8787 -1197.7779 -107.0959
207617.3050 -103390208.1016 -222932160.5389 -20973987.6830 -238.7201 -1197.4222 -107.0626
207677.3051 -103404526.5521 -223003995.2024 -20980410.4427 -238.5616 -1197.0666 -107.0294
207737.3051 -103418835.4990 -223075808.5380 -20986831.2080 -238.4033 -1196.7113 -106.9961
207797.3051 -103433134.9496 -223147600.5574 -20993249.9798 -238.2451 -1196.3561 -106.9629
207857.3051 -103447424.9115 -223219371.2721 -20999666.7593 -238.0870 -1196.0011 -106.9297
207917.3051 -103461705.3921 -223291120.6938 -21006081.5477 -237.9290 -1195.6463 -106.8966
207977.3050 -103475976.3988 -223362848.8341 -21012494.3461 -237.7712 -1195.2917 -106.8634
208037.3051 -103490237.9391 -223434555.7045 -21018905.1557 -237.6135 -1194.9373 -106.8303
208097.3051 -103504490.0204 -223506241.3167 -21025313.9774 -237.4559 -1194.5831 -106.7971
208157.3051 -103518732.6500 -223577905.6821 -21031720.8126 -237.2984 -1194.2291 -106.7640
208217.3051 -103532965.8354 -223649548.8124 -21038125.6622 -237.1411 -1193.8753 -106.7310
208277.3050 -103547189.5841 -223721170.7190 -21044528.5275 -236.9839 -1193.5216 -106.6979
208337.3051 -103561403.9033 -223792771.4135 -21050929.4096 -236.8268 -1193.1682 -106.6648
208397.3051 -103575608.8004 -223864350.9074 -21057328.3095 -236.6698 -1192.8150 -106.6318
208457.3051 -103589804.2828 -223935909.2122 -21063725.2285 -236.5130 -1192.4619 -106.5988
208517.3051 -103603990.3579 -224007446.3393 -21070120.1675 -236.3562 -1192.1090 -106.5658
208577.3051 -103618167.0330 -224078962.3002 -21076513.1279 -236.1996 -1191.7564 -106.5329
208637.3051 -103632334.3154 -224150457.1065 -21082904.1106 -236.0431 -1191.4039 -106.4999
208697.3051 -103646492.2125 -224221930.7694 -21089293.1167 -235.8868 -1191.0516 -106.4670
208757.3051 -103660640.7316 -224293383.3005 -21095680.1475 -235.7305 -1190.6995 -106.4341
208817.3050 -103674779.8800 -224364814.7112 -21102065.2040 -235.5744 -1190.3476 -106.4012
208877.3051 -103688909.6651 -224436225.0128 -21108448.2873 -235.4184 -1189.9958 -106.3683
208937.3051 -103703030.0940 -224507614.2167 -21114829.3986 -235.2626 -1189.6443 -106.3354
208997.3051 -103717141.1741 -224578982.3344 -21121208.5389 -235.1068 -1189.2930 -106.3026
209057.3051 -103731242.9126 -224650329.3772 -21127585.7094 -234.9512 -1188.9418 -106.2698
209117.3051 -103745335.3169 -224721655.3565 -21133960.9112 -234.7957 -1188.5909 -106.2370
209177.3051 -103759418.3942 -224792960.2835 -21140334.1453 -234.6403 -1188.2401 -106.2042
209237.3051 -103773492.1517 -224864244.1696 -21146705.4130 -234.4850 -1187.8895 -106.1714
209297.3051 -103787556.5966 -224935507.0262 -21153074.7152 -234.3299 -1187.5391 -106.1387
209357.3050 -103801611.7363 -225006748.8645 -21159442.0531 -234.1748 -1187.1889 -106.1059
209417.3051 -103815657.5779 -225077969.6957 -21165807.4278 -234.0199 -1186.8389 -106.0732
209477.3050 -103829694.1287 -225149169.5313 -21172170.8404 -233.8651 -1186.4890 -106.0405
209537.3051 -103843721.3958 -225220348.3824 -21178532.2920 -233.7105 -1186.1394 -106.0079
209597.3051 -103857739.3864 -225291506.2603 -21184891.7837 -233.5559 -1185.7899 -105.9752
209657.3051 -103871748.1078 -225362643.1763 -21191249.3166 -233.4015 -1185.4406 -105.9426
209717.3051 -103885747.5671 -225433759.1415 -21197604.8918 -233.2472 -1185.0916 -105.9099
209777.3051 -103899737.7714 -225504854.1671 -21203958.5104 -233.0930 -1184.7427 -105.8773
209837.3051 -103913718.7281 -225575928.2644 -21210310.1735 -232.9389 -1184.3939 -105.8448
209897.3051 -103927690.4441 -225646981.4446 -21216659.8821 -232.7850 -1184.0454 -105.8122
209957.3051 -103941652.9266 -225718013.7188 -21223007.6374 -232.6311 -1183.6971 -105.7797
210017.3050 -103955606.1596 -225789025.0593 -21229353.4382 -232.4750 -1183.3450 -105.7469
210077.3051 -103969549.9387 -225860015.1240 -21235697.2644 -232.3193 -1182.9934 -105.7142
210137.3051 -103983484.6648 -225930984.5819 -21242039.1564 -232.1723 -1182.6564 -105.6823
210197.3051 -103997410.5447 -226001933.7779 -21248379.1351 -232.0220 -1182.3139 -105.6501
210257.3051 -104011326.1856 -226072860.3837 -21254717.0622 -231.7712 -1181.8035 -105.6080
210317.3050 -104025223.1282 -226143750.2605 -21261052.0944 -231.5260 -1181.3023 -105.5663
210377.3051 -104039116.7604 -226214629.1251 -21267385.7666 -231.6279 -1181.3813 -105.5593
210437.3051 -104053016.1099 -226285512.0648 -21273718.9792 -231.6130 -1181.2651 -105.5407
210497.3051 -104066892.7716 -226356351.6048 -21280048.8987 -230.4059 -1179.1562 -105.4030
210557.3051 -104080663.5334 -226427008.6675 -21286367.2150 -229.1899 -1177.0325 -105.2645
210617.3051 -104094469.3989 -226497718.9208 -21292688.0143 -231.4233 -1180.6741 -105.4705
210677.3050 -104108424.9803 -226568673.9186 -21299022.7359 -233.1024 -1183.3889 -105.6209
210737.3051 -104122291.6954 -226639474.9037 -21305347.5505 -226.7250 -1172.6385 -104.9668
210797.3051 -104135517.2078 -226709198.7430 -21311607.3434 -215.0336 -1153.0076 -103.7846
210857.3051 -104148319.9429 -226778210.6147 -21317824.2246 -214.0875 -1151.3383 -103.6817
210917.3051 -104161450.1322 -226847764.5347 -21324073.4174 -224.7591 -1169.0873 -104.7418
210977.3050 -104175230.4238 -226918399.7342 -21330387.0732 -232.1464 -1181.3447 -105.4682
211037.3051 -104189137.6355 -226989241.6124 -21336712.4782 -230.6427 -1178.7396 -105.2997
211097.3051 -104202883.2560 -227059807.8804 -21343020.6006 -227.8724 -1174.0172 -105.0040
211157.3051 -104216553.1110 -227130242.0108 -21349320.0860 -228.4003 -1174.8082 -105.0403
211217.3051 -104230308.3790 -227200813.4346 -21355627.1508 -229.5521 -1176.6423 -105.1392
211277.3051 -104244076.6696 -227271401.1404 -21361934.5106 -229.3118 -1176.1491 -105.0981
211337.3051 -104257822.0322 -227341945.0296 -21368238.5452 -228.8890 -1175.3509 -105.0386
211397.3051 -104271550.2503 -227412454.7696 -21374539.8379 -228.7867 -1175.0882 -105.0114
211457.3051 -104285278.6193 -227482959.2725 -21380840.1323 -228.7606 -1174.9531 -104.9919
211517.3050 -104298999.7325 -227553446.1561 -21387138.6822 -228.6080 -1174.6065 -104.9596
211577.3051 -104312711.4721 -227623911.8789 -21393435.2743 -228.4505 -1174.2517 -104.9269
211637.3051 -104326413.9617 -227694356.6471 -21399729.9216 -228.3009 -1173.9102 -104.8949
211697.3051 -104340107.6471 -227764781.2050 -21406022.6695 -228.1536 -1173.5723 -104.8632
211757.3051 -104353792.3505 -227835185.2548 -21412313.5003 -228.0032 -1173.2294 -104.8312
211817.3051 -104367468.0373 -227905568.7381 -21418602.4109 -227.8530 -1172.8867 -104.7992
211877.3051 -104381134.7146 -227975931.6657 -21424889.4024 -227.7029 -1172.5442 -104.7672
211937.3051 -104394792.3892 -228046274.0485 -21431174.4758 -227.5529 -1172.2019 -104.7352
211997.3051 -104408441.0679 -228116595.8971 -21437457.6321 -227.4031 -1171.8598 -104.7033
212057.3050 -104422080.7576 -228186897.2223 -21443738.8725 -227.2533 -1171.5178 -104.6714
212117.3051 -104435711.4651 -228257178.0348 -21450018.1980 -227.1036 -1171.1760 -104.6395
212177.3050 -104449333.1973 -228327438.3454 -21456295.6096 -226.9541 -1170.8344 -104.6076
212237.3051 -104462945.9611 -228397678.1647 -21462571.1083 -226.8047 -1170.4930 -104.5757
212297.3051 -104476549.7631 -228467897.5036 -21468844.6953 -226.6554 -1170.1517 -104.5439
212357.3051 -104490144.6103 -228538096.3726 -21475116.3715 -226.5062 -1169.8106 -104.5120
212417.3051 -104503730.5094 -228608274.7824 -21481386.1380 -226.3571 -1169.4697 -104.4802
212477.3051 -104517307.4673 -228678432.7438 -21487653.9958 -226.2082 -1169.1290 -104.4484
212537.3051 -104530875.4907 -228748570.2673 -21493919.9461 -226.0593 -1168.7885 -104.4166
212597.3051 -104544434.5864 -228818687.3637 -21500183.9897 -225.9106 -1168.4481 -104.3848
212657.3051 -104557984.7612 -228888784.0435 -21506446.1278 -225.7619 -1168.1079 -104.3531
212717.3050 -104571526.0218 -228958860.3173 -21512706.3614 -225.6134 -1167.7679 -104.3214
212777.3051 -104585058.3751 -229028916.1958 -21518964.6915 -225.4650 -1167.4281 -104.2896
212837.3051 -104598581.8277 -229098951.6896 -21525221.1192 -225.3167 -1167.0884 -104.2579
212897.3051 -104612096.3864 -229168966.8092 -21531475.6455 -225.1686 -1166.7489 -104.2263
212957.3051 -104625602.0580 -229238961.5652 -21537728.2714 -225.0205 -1166.4096 -104.1946
213017.3050 -104639098.8491 -229308935.9683 -21543978.9980 -224.8726 -1166.0705 -104.1630
213077.3051 -104652586.7665 -229378890.0288 -21550227.8263 -224.7247 -1165.7315 -104.1313
213137.3051 -104666065.8169 -229448823.7575 -21556474.7573 -224.5770 -1165.3928 -104.0997
213197.3051 -104679536.0070 -229518737.1647 -21562719.7920 -224.4294 -1165.0542 -104.0681
213257.3051 -104692997.3435 -229588630.2610 -21568962.9315 -224.2819 -1164.7157 -104.0365
213317.3051 -104706449.8330 -229658503.0570 -21575204.1769 -224.1345 -1164.3775 -104.0050
213377.3050 -104719893.4824 -229728355.5631 -21581443.5290 -223.9872 -1164.0394 -103.9734
213437.3051 -104733328.2981 -229798187.7898 -21587680.9891 -223.8400 -1163.7015 -103.9419
213497.3051 -104746754.2869 -229867999.7475 -21593916.5579 -223.6930 -1163.3638 -103.9104
213557.3051 -104760171.4555 -229937791.4468 -21600150.2367 -223.5460 -1163.0262 -103.8789
213617.3051 -104773579.8105 -230007562.8980 -21606382.0264 -223.3992 -1162.6888 -103.8474
213677.3050 -104786979.3586 -230077314.1117 -21612611.9281 -223.2524 -1162.3516 -103.8160
213737.3051 -104800370.1063 -230147045.0982 -21618839.9427 -223.1058 -1162.0146 -103.7845
213797.3051 -104813752.0603 -230216755.8679 -21625066.0712 -222.9593 -1161.6777 -103.7531
213857.3051 -104827125.2272 -230286446.4313 -21631290.3148 -222.8129 -1161.3411 -103.7217
213917.3051 -104840489.6136 -230356116.7987 -21637512.6744 -222.6666 -1161.0045 -103.6903
213977.3051 -104853845.2262 -230425766.9805 -21643733.1509 -222.5205 -1160.6682 -103.6589
214037.3051 -104867192.0715 -230495396.9871 -21649951.7456 -222.3744 -1160.3320 -103.6276
214097.3051 -104880530.1561 -230565006.8289 -21656168.4592 -222.2284 -1159.9960 -103.5962
214157.3051 -104893859.4866 -230634596.5161 -21662383.2929 -222.0826 -1159.6602 -103.5649
214217.3050 -104907180.0696 -230704166.0592 -21668596.2477 -221.9369 -1159.3246 -103.5336
214277.3051 -104920491.9116 -230773715.4685 -21674807.3245 -221.7912 -1158.9891 -103.5023
214337.3051 -104933795.0192 -230843244.7542 -21681016.5244 -221.6457 -1158.6538 -103.4710
214397.3051 -104947089.3989 -230912753.9266 -21687223.8484 -221.5003 -1158.3187 -103.4398
214457.3051 -104960375.0574 -230982242.9961 -21693429.2975 -221.3550 -1157.9837 -103.4085
214517.3051 -104973652.0010 -231051711.9730 -21699632.8727 -221.2098 -1157.6489 -103.3773
214577.3051 -104986920.2364 -231121160.8674 -21705834.5749 -221.0647 -1157.3143 -103.3461
214637.3051 -105000179.7700 -231190589.6897 -21712034.4053 -220.9197 -1156.9798 -103.3149
214697.3051 -105013430.6084 -231259998.4502 -21718232.3648 -220.7749 -1156.6455 -103.2837
214757.3050 -105026672.7581 -231329387.1589 -21724428.4543 -220.6301 -1156.3114 -103.2526
214817.3051 -105039906.2256 -231398755.8262 -21730622.6750 -220.4855 -1155.9775 -103.2214
214877.3050 -105053131.0173 -231468104.4623 -21736815.0277 -220.3409 -1155.6437 -103.1903
214937.3051 -105066347.1398 -231537433.0774 -21743005.5136 -220.1965 -1155.3101 -103.1592
214997.3051 -105079554.5995 -231606741.6817 -21749194.1335 -220.0522 -1154.9767 -103.1281
215057.3051 -105092753.4029 -231676030.2853 -21755380.8885 -219.9080 -1154.6434 -103.0970
215117.3051 -105105943.5564 -231745298.8984 -21761565.7796 -219.7638 -1154.3104 -103.0660
215177.3051 -105119125.0666 -231814547.5312 -21767748.8078 -219.6198 -1153.9774 -103.0350
215237.3051 -105132297.9398 -231883776.1938 -21773929.9740 -219.4759 -1153.6447 -103.0039
215297.3051 -105145462.1825 -231952984.8964 -21780109.2792 -219.3322 -1153.3121 -102.9729
215357.3051 -105158617.8012 -232022173.6491 -21786286.7245 -219.1885 -1152.9797 -102.9419
215417.3050 -105171764.8022 -232091342.4620 -21792462.3108 -219.0449 -1152.6474 -102.9110
215477.3051 -105184903.1919 -232160491.3452 -21798636.0392 -218.9014 -1152.3154 -102.8800
215537.3051 -105198032.9768 -232229620.3088 -21804807.9105 -218.7581 -1151.9835 -102.8491
215597.3051 -105211154.1633 -232298729.3629 -21810977.9258 -218.6148 -1151.6517 -102.8181
215657.3051 -105224266.7578 -232367818.5176 -21817146.0861 -218.4717 -1151.3201 -102.7872
215717.3050 -105237370.7666 -232436887.7828 -21823312.3923 -218.3286 -1150.9887 -102.7563
215777.3051 -105250466.1962 -232505937.1688 -21829476.8455 -218.1857 -1150.6575 -102.7254
215837.3051 -105263553.0529 -232574966.6854 -21835639.4465 -218.0429 -1150.3264 -102.6946
215897.3051 -105276631.3430 -232643976.3428 -21841800.1965 -217.9002 -1149.9955 -102.6637
215957.3051 -105289701.0730 -232712966.1509 -21847959.0963 -217.7575 -1149.6648 -102.6329
216017.3051 -105302762.2492 -232781936.1198 -21854116.1470 -217.6150 -1149.3342 -102.6021
216077.3050 -105315814.8779 -232850886.2595 -21860271.3495 -217.4726 -1149.0038 -102.5713
216137.3051 -105328858.9655 -232919816.5799 -21866424.7048 -217.3303 -1148.6736 -102.5405
216197.3051 -105341894.5183 -232988727.0910 -21872576.2139 -217.1881 -1148.3435 -102.5098
216257.3051 -105354921.5426 -233057617.8028 -21878725.8777 -217.0460 -1148.0136 -102.4790
216317.3051 -105367940.0447 -233126488.7253 -21884873.6973 -216.9041 -1147.6839 -102.4483
216377.3050 -105380950.0310 -233195339.8684 -21891019.6735 -216.7622 -1147.3543 -102.4176
216437.3051 -105393951.5078 -233264171.2419 -21897163.8074 -216.6204 -1147.0249 -102.3869
216497.3051 -105406944.4813 -233332982.8559 -21903306.1000 -216.4787 -1146.6956 -102.3562
216557.3051 -105419928.9578 -233401774.7203 -21909446.5521 -216.3372 -1146.3665 -102.3255
216617.3051 -105432904.9436 -233470546.8449 -21915585.1648 -216.1957 -1146.0376 -102.2949
216677.3051 -105445872.4450 -233539299.2397 -21921721.9390 -216.0544 -1145.7089 -102.2643
216737.3051 -105458831.4683 -233608031.9145 -21927856.8758 -215.9131 -1145.3803 -102.2336
216797.3051 -105471782.0197 -233676744.8792 -21933989.9760 -215.7720 -1145.0519 -102.2030
216857.3051 -105484724.1055 -233745438.1437 -21940121.2406 -215.6309 -1144.7236 -102.1725
216917.3050 -105497657.7318 -233814111.7177 -21946250.6706 -215.4900 -1144.3955 -102.1419
216977.3051 -105510582.9050 -233882765.6112 -21952378.2669 -215.3491 -1144.0676 -102.1113
217037.3051 -105523499.6313 -233951399.8340 -21958504.0306 -215.2084 -1143.7398 -102.0808
217097.3051 -105536407.9169 -234020014.3959 -21964627.9626 -215.0678 -1143.4122 -102.0503
217157.3051 -105549307.7681 -234088609.3067 -21970750.0637 -214.9273 -1143.0848 -102.0198
217217.3051 -105562199.1909 -234157184.5762 -21976870.3351 -214.7868 -1142.7575 -101.9893
217277.3051 -105575082.1917 -234225740.2142 -21982988.7776 -214.6465 -1142.4304 -101.9588
217337.3051 -105587956.7766 -234294276.2304 -21989105.3921 -214.5063 -1142.1035 -101.9283
217397.3051 -105600822.9519 -234362792.6347 -21995220.1798 -214.3662 -1141.7767 -101.8979
217457.3050 -105613680.7236 -234431289.4367 -22001333.1414 -214.2262 -1141.4501 -101.8675
217517.3051 -105626530.0981 -234499766.6463 -22007444.2780 -214.0863 -1141.1236 -101.8371
217577.3050 -105639371.0814 -234568224.2732 -22013553.5905 -213.9465 -1140.7973 -101.8067
217637.3051 -105652203.6797 -234636662.3271 -22019661.0799 -213.8068 -1140.4712 -101.7763
217697.3051 -105665027.8992 -234705080.8176 -22025766.7470 -213.6672 -1140.1452 -101.7459
217757.3051 -105677843.7460 -234773479.7546 -22031870.5930 -213.5277 -1139.8194 -101.7156
217817.3051 -105690651.2263 -234841859.1477 -22037972.6186 -213.3883 -1139.4937 -101.6853
217877.3051 -105703450.3461 -234910219.0066 -22044072.8248 -213.2490 -1139.1683 -101.6549
217937.3051 -105716241.1117 -234978559.3410 -22050171.2127 -213.1098 -1138.8429 -101.6246
217997.3051 -105729023.5292 -235046880.1605 -22056267.7831 -212.9708 -1138.5178 -101.5944
218057.3051 -105741797.6046 -235115181.4747 -22062362.5370 -212.8318 -1138.1927 -101.5641
218117.3050 -105754563.3441 -235183463.2935 -22068455.4753 -212.6929 -1137.8679 -101.5338
218177.3051 -105767320.7537 -235251725.6262 -22074546.5989 -212.5541 -1137.5432 -101.5036
218237.3051 -105780069.8396 -235319968.4827 -22080635.9089 -212.4154 -1137.2187 -101.4734
218297.3051 -105792810.6079 -235388191.8725 -22086723.4061 -212.2769 -1136.8943 -101.4432
218357.3051 -105805543.0646 -235456395.8052 -22092809.0915 -212.1384 -1136.5701 -101.4130
218417.3050 -105818267.2159 -235524580.2904 -22098892.9660 -212.0000 -1136.2461 -101.3828
218477.3051 -105830983.0677 -235592745.3377 -22104975.0306 -211.8617 -1135.9222 -101.3527
218537.3051 -105843690.6261 -235660890.9566 -22111055.2861 -211.7236 -1135.5985 -101.3225
218597.3051 -105856389.8973 -235729017.1568 -22117133.7336 -211.5855 -1135.2749 -101.2924
218657.3051 -105869080.8872 -235797123.9477 -22123210.3740 -211.4475 -1134.9515 -101.2623
218717.3051 -105881763.6019 -235865211.3390 -22129285.2081 -211.3097 -1134.6282 -101.2322
218777.3050 -105894438.0474 -235933279.3401 -22135358.2369 -211.1719 -1134.3052 -101.2021
218837.3051 -105907104.2297 -236001327.9606 -22141429.4614 -211.0342 -1133.9822 -101.1720
218897.3051 -105919762.1550 -236069357.2100 -22147498.8825 -210.8966 -1133.6595 -101.1420
218957.3051 -105932411.8291 -236137367.0978 -22153566.5011 -210.7592 -1133.3368 -101.1120
219017.3051 -105945053.2581 -236205357.6335 -22159632.3182 -210.6218 -1133.0144 -101.0819
219077.3050 -105957686.4480 -236273328.8265 -22165696.3346 -210.4845 -1132.6921 -101.0519
219137.3051 -105970311.4048 -236341280.6864 -22171758.5513 -210.3474 -1132.3699 -101.0220
219197.3051 -105982928.1344 -236409213.2227 -22177818.9692 -210.2103 -1132.0480 -100.9920
219257.3051 -105995536.6430 -236477126.4447 -22183877.5893 -210.0733 -1131.7261 -100.9620
219317.3051 -106008136.9363 -236545020.3619 -22189934.4124 -209.9365 -1131.4045 -100.9321
219377.3051 -106020729.0205 -236612894.9837 -22195989.4395 -209.7997 -1131.0830 -100.9022
219437.3051 -106033312.9015 -236680750.3197 -22202042.6715 -209.6630 -1130.7616 -100.8722
219497.3051 -106045888.5852 -236748586.3791 -22208094.1093 -209.5265 -1130.4404 -100.8424
219557.3051 -106058456.0775 -236816403.1714 -22214143.7539 -209.3900 -1130.1194 -100.8125
219617.3050 -106070219.6314 -236884610.6210 -22220106.6743 -209.2240 -1129.8213 -100.7698
219677.3051 -106082768.9833 -236952390.2792 -22226151.9677 -209.0877 -1129.5007 -100.7400
219737.3051 -106095310.1589 -237020150.7031 -22232195.4740 -208.9515 -1129.1802 -100.7102
